Year;CompetitionCode;ChampionshipBlock;Sex;Event;CanonicalAthleteKey;Status;DataQuality;EmsPopulationGroup;ResultPopulationGroup;EmsCategory;ResultCategory;EmsName;ResultName
2023;23FRA023;SENIOR;M;FIGURES;FRA|1985|DELPY ANTHONY;MATCH;USABLE;SENIOR;SENIOR;35+;35+;DELPY Anthony;Delpy Anthony
2023;23FRA023;SENIOR;M;SAUT;FRA|1985|DELPY ANTHONY;MATCH;USABLE;SENIOR;SENIOR;35+;35+;DELPY Anthony;Delpy Anthony
2023;23FRA023;SENIOR;M;SLALOM;FRA|1985|DELPY ANTHONY;MATCH;USABLE;SENIOR;SENIOR;35+;35+;DELPY Anthony;Delpy Anthony
2023;23FRA023;SENIOR;M;SLALOM;FRA|1981|FONDO VINCENT;MATCH;USABLE;SENIOR;SENIOR;35+;35+;FONDO Vincent;FONDO Vincent
2023;23FRA023;SENIOR;M;COMBINE;FRA|1983|FOURASTIER PAUL;MATCH;USABLE;SENIOR;SENIOR;35+;35+;FOURASTIER Paul;Fourastier Paul
2023;23FRA023;SENIOR;M;FIGURES;FRA|1983|FOURASTIER PAUL;MATCH;USABLE;SENIOR;SENIOR;35+;35+;FOURASTIER Paul;Fourastier Paul
2023;23FRA023;SENIOR;M;SAUT;FRA|1983|FOURASTIER PAUL;MATCH;USABLE;SENIOR;SENIOR;35+;35+;FOURASTIER Paul;Fourastier Paul
2023;23FRA023;SENIOR;M;SLALOM;FRA|1983|FOURASTIER PAUL;MATCH;USABLE;SENIOR;SENIOR;35+;35+;FOURASTIER Paul;Fourastier Paul
2023;23FRA023;SENIOR;M;COMBINE;FRA|1978|HUGONIN ALEXANDRE;MATCH;USABLE;SENIOR;SENIOR;35+;35+;HUGONIN Alexandre;HUGONIN, Alexandre
2023;23FRA023;SENIOR;M;FIGURES;FRA|1978|HUGONIN ALEXANDRE;MATCH;USABLE;SENIOR;SENIOR;35+;35+;HUGONIN Alexandre;HUGONIN, Alexandre
2023;23FRA023;SENIOR;M;SAUT;FRA|1978|HUGONIN ALEXANDRE;MATCH;USABLE;SENIOR;SENIOR;35+;35+;HUGONIN Alexandre;HUGONIN, Alexandre
2023;23FRA023;SENIOR;M;SLALOM;FRA|1978|HUGONIN ALEXANDRE;MATCH;USABLE;SENIOR;SENIOR;35+;35+;HUGONIN Alexandre;HUGONIN, Alexandre
2023;23FRA023;SENIOR;M;SLALOM;FRA|1980|PAVIET DAVID;MATCH;USABLE;SENIOR;SENIOR;35+;35+;PAVIET David;PAVIET David
2023;23FRA023;SENIOR;F;FIGURES;FRA|1987|SOURTY VIRGINIE;MATCH;USABLE;SENIOR;SENIOR;35+;35+;SOURTY Virginie;Sourty Virginie
2023;23FRA023;SENIOR;F;SLALOM;FRA|1987|SOURTY VIRGINIE;MATCH;USABLE;SENIOR;SENIOR;35+;35+;SOURTY Virginie;Sourty Virginie
2023;23FRA023;SENIOR;M;SLALOM;FRA|1969|CLEMENCON GUILLAUME;MATCH;USABLE;SENIOR;SENIOR;45+;45+;CLEMENCON Guillaume;Clemencon Guillaume
2023;23FRA023;SENIOR;M;SLALOM;FRA|1969|DRAUX PHILIPPE;MATCH;USABLE;SENIOR;SENIOR;45+;45+;DRAUX Philippe;Draux Philippe
2023;23FRA023;SENIOR;M;SLALOM;FRA|1971|DROUOT SEBASTIEN;MATCH;USABLE;SENIOR;SENIOR;45+;45+;DROUOT Sebastien;Drouot Sebastien
2023;23FRA023;SENIOR;M;SLALOM;FRA|1968|FIALEIX GILLES;MATCH;USABLE;SENIOR;SENIOR;45+;45+;FIALEIX Gilles;FIALEIX Gilles
2023;23FRA023;SENIOR;M;COMBINE;FRA|1972|GABRIEL RAOUL;MATCH;USABLE;SENIOR;SENIOR;45+;45+;GABRIEL Raoul;Gabriel Raoul
2023;23FRA023;SENIOR;M;FIGURES;FRA|1972|GABRIEL RAOUL;MATCH;USABLE;SENIOR;SENIOR;45+;45+;GABRIEL Raoul;Gabriel Raoul
2023;23FRA023;SENIOR;M;SAUT;FRA|1972|GABRIEL RAOUL;MATCH;USABLE;SENIOR;SENIOR;45+;45+;GABRIEL Raoul;Gabriel Raoul
2023;23FRA023;SENIOR;M;SLALOM;FRA|1972|GABRIEL RAOUL;MATCH;USABLE;SENIOR;SENIOR;45+;45+;GABRIEL Raoul;Gabriel Raoul
2023;23FRA023;SENIOR;M;SAUT;FRA|1970|GOURDET MATHIEU;MATCH;USABLE;SENIOR;SENIOR;45+;45+;GOURDET Mathieu;Gourdet Mathieu
2023;23FRA023;SENIOR;M;SLALOM;FRA|1970|LABASSE STEPHAN;MATCH;USABLE;SENIOR;SENIOR;45+;45+;LABASSE Stephan;LABASSE, Stephan
2023;23FRA023;SENIOR;M;SLALOM;FRA|1971|LAFLEUR JEAN-MARC;MATCH;USABLE;SENIOR;SENIOR;45+;45+;LAFLEUR Jean-Marc;Lafleur Jean-Marc
2023;23FRA023;SENIOR;M;SLALOM;FRA|1976|LAVOUE GEOFFROY;MATCH;USABLE;SENIOR;SENIOR;45+;45+;LAVOUE Geoffroy;LAVOUE, Geoffroy
2023;23FRA023;SENIOR;F;FIGURES;FRA|1971|MARCHEVET CECILE;MATCH;USABLE;SENIOR;SENIOR;45+;45+;MARCHEVET Cecile;Marchevet Cecile
2023;23FRA023;SENIOR;F;SLALOM;FRA|1971|MARCHEVET CECILE;MATCH;USABLE;SENIOR;SENIOR;45+;45+;MARCHEVET Cecile;Marchevet Cecile
2023;23FRA023;SENIOR;M;FIGURES;FRA|1975|MAROIS SEBASTIEN;MATCH;USABLE;SENIOR;SENIOR;45+;45+;MAROIS Sebastien;Marois Sebastien
2023;23FRA023;SENIOR;M;SLALOM;FRA|1975|MAROIS SEBASTIEN;MATCH;USABLE;SENIOR;SENIOR;45+;45+;MAROIS Sebastien;Marois Sebastien
2023;23FRA023;SENIOR;M;SLALOM;FRA|1973|ROCHER THIERRY;MATCH;USABLE;SENIOR;SENIOR;45+;45+;ROCHER Thierry;ROCHER, Thierry
2023;23FRA023;SENIOR;M;SLALOM;FRA|1959|BERGER ALAIN;MATCH;USABLE;SENIOR;SENIOR;55+;55+;BERGER Alain;Berger Alain
2023;23FRA023;SENIOR;F;SLALOM;FRA|1959|BRUNEL VIVIANE;MATCH;USABLE;SENIOR;SENIOR;55+;55+;BRUNEL Viviane;Brunel Viviane
2023;23FRA023;SENIOR;F;SLALOM;FRA|1965|COMBET ZILL MARIE (MARIE-CLAUDE);MATCH;USABLE;SENIOR;SENIOR;55+;55+;COMBET ZILL Marie (Marie-Claude);COMBET ZILL Marie (Marie-Claude)
2023;23FRA023;SENIOR;M;SLALOM;FRA|1959|GUYAMIER PATRICK;MATCH;USABLE;SENIOR;SENIOR;55+;55+;GUYAMIER Patrick;GUYAMIER, Patrick
2023;23FRA023;SENIOR;F;COMBINE;FRA|1965|LANCIEN ESCOLANO FLORENCE;MATCH;USABLE;SENIOR;SENIOR;55+;55+;LANCIEN ESCOLANO Florence;LANCIEN ESCOLANO Florence
2023;23FRA023;SENIOR;F;FIGURES;FRA|1965|LANCIEN ESCOLANO FLORENCE;MATCH;USABLE;SENIOR;SENIOR;55+;55+;LANCIEN ESCOLANO Florence;LANCIEN ESCOLANO Florence
2023;23FRA023;SENIOR;F;SAUT;FRA|1965|LANCIEN ESCOLANO FLORENCE;MATCH;USABLE;SENIOR;SENIOR;55+;55+;LANCIEN ESCOLANO Florence;LANCIEN ESCOLANO Florence
2023;23FRA023;SENIOR;F;SLALOM;FRA|1965|LANCIEN ESCOLANO FLORENCE;MATCH;USABLE;SENIOR;SENIOR;55+;55+;LANCIEN ESCOLANO Florence;LANCIEN ESCOLANO Florence
2023;23FRA023;SENIOR;M;SLALOM;FRA|1960|LEMARIE ERIC;MATCH;USABLE;SENIOR;SENIOR;55+;55+;LEMARIE Eric;LEMARIE, Eric
2023;23FRA023;SENIOR;M;SLALOM;FRA|1965|LIKHATCHEV BORIS;MATCH;USABLE;SENIOR;SENIOR;55+;55+;LIKHATCHEV Boris;LIKHATCHEV Boris
2023;23FRA023;SENIOR;M;SLALOM;FRA|1965|MARILLIER REGIS;MATCH;USABLE;SENIOR;SENIOR;55+;55+;MARILLIER Régis;MARILLIER, Rgis
2023;23FRA023;SENIOR;F;SLALOM;FRA|1964|MARIN ANNE CECILE;MATCH;USABLE;SENIOR;SENIOR;55+;55+;MARIN Anne Cecile;MARIN Anne Cecile
2023;23FRA023;SENIOR;M;FIGURES;FRA|1961|MATHIEU FRANCOIS;MATCH;USABLE;SENIOR;SENIOR;55+;55+;MATHIEU Francois;Mathieu Francois
2023;23FRA023;SENIOR;M;SLALOM;FRA|1961|MATHIEU FRANCOIS;MATCH;USABLE;SENIOR;SENIOR;55+;55+;MATHIEU Francois;Mathieu Francois
2023;23FRA023;SENIOR;F;SLALOM;FRA|1966|MINOU CATHERINE;MATCH;USABLE;SENIOR;SENIOR;55+;55+;MINOU Catherine;Minou Catherine
2023;23FRA023;SENIOR;M;SLALOM;FRA|1963|NGUYEN NAM;MATCH;USABLE;SENIOR;SENIOR;55+;55+;NGUYEN Nam;Nguyen Nam
2023;23FRA023;SENIOR;M;FIGURES;FRA|1959|PAOLI JEAN-MICHEL;MATCH;USABLE;SENIOR;SENIOR;55+;55+;PAOLI Jean-Michel;Paoli Jean-Michel
2023;23FRA023;SENIOR;M;SLALOM;FRA|1961|SPORTICH THIERRY;MATCH;USABLE;SENIOR;SENIOR;55+;55+;SPORTICH Thierry;SPORTICH, Thierry
2023;23FRA023;SENIOR;M;COMBINE;FRA|1962|VIGNERON FREDERIC;MATCH;USABLE;SENIOR;SENIOR;55+;55+;VIGNERON Frederic;VIGNERON, Frederic
2023;23FRA023;SENIOR;M;FIGURES;FRA|1962|VIGNERON FREDERIC;MATCH;USABLE;SENIOR;SENIOR;55+;55+;VIGNERON Frederic;VIGNERON, Frederic
2023;23FRA023;SENIOR;M;SAUT;FRA|1962|VIGNERON FREDERIC;MATCH;USABLE;SENIOR;SENIOR;55+;55+;VIGNERON Frederic;VIGNERON, Frederic
2023;23FRA023;SENIOR;M;SLALOM;FRA|1962|VIGNERON FREDERIC;MATCH;USABLE;SENIOR;SENIOR;55+;55+;VIGNERON Frederic;VIGNERON, Frederic
2023;23FRA023;SENIOR;M;FIGURES;FRA|1957|BATTAGLIA PHILIPPE;MATCH;USABLE;SENIOR;SENIOR;65+;65+;BATTAGLIA Philippe;BATTAGLIA, Philippe
2023;23FRA023;SENIOR;M;SLALOM;FRA|1957|BATTAGLIA PHILIPPE;MATCH;USABLE;SENIOR;SENIOR;65+;65+;BATTAGLIA Philippe;BATTAGLIA, Philippe
2023;23FRA023;SENIOR;M;SLALOM;FRA|1952|BRUNEL PIERRE GILLES;MATCH;USABLE;SENIOR;SENIOR;70+;70+;BRUNEL Pierre Gilles;Brunel Pierre Gilles
2023;23FRA023;SENIOR;M;FIGURES;FRA|1951|COUGARD PHILIPPE;MATCH;USABLE;SENIOR;SENIOR;70+;70+;COUGARD Philippe;COUGARD, Philippe
2023;23FRA023;SENIOR;M;SLALOM;FRA|1947|PARPETTE JEAN-YVES;MATCH;USABLE;SENIOR;SENIOR;70+;70+;PARPETTE Jean-Yves;Parpette Jean-Yves
2023;23FRA023;SENIOR;M;FIGURES;FRA|1946|FOX JEAN PIERRE;MATCH;USABLE;SENIOR;SENIOR;75+;75+;FOX Jean Pierre;Fox Jean Pierre
2023;23FRA023;SENIOR;M;SLALOM;FRA|1946|FOX JEAN PIERRE;MATCH;USABLE;SENIOR;SENIOR;75+;75+;FOX Jean Pierre;Fox Jean Pierre
2024;24FRA026;RELEVES;M;FIGURES;FRA|2014|GILG MARTIN;MATCH;USABLE;RELEVES;RELEVES;U10;U10;GILG Martin;Gilg Martin
2024;24FRA026;RELEVES;M;SLALOM;FRA|2014|GILG MARTIN;MATCH;USABLE;RELEVES;RELEVES;U10;U10;GILG Martin;Gilg Martin
2024;24FRA026;RELEVES;F;SLALOM;FRA|2015|GUERIN LE SAUSSE ROSE;MATCH;USABLE;RELEVES;RELEVES;U10;U10;GUERIN LE SAUSSE Rose;Guerin Le Sausse Rose
2024;24FRA026;RELEVES;F;FIGURES;FRA|2013|LACARRAU JULIA;MATCH;USABLE;RELEVES;RELEVES;U12;U12;LACARRAU Julia;Lacarrau Julia
2024;24FRA026;RELEVES;F;SLALOM;FRA|2013|LACARRAU JULIA;MATCH;USABLE;RELEVES;RELEVES;U12;U12;LACARRAU Julia;Lacarrau Julia
2024;24FRA026;RELEVES;M;FIGURES;FRA|2013|MAUMY EMIL;MATCH;USABLE;RELEVES;RELEVES;U12;U12;MAUMY Emil;Maumy Emil
2024;24FRA026;RELEVES;M;SLALOM;FRA|2013|MAUMY EMIL;MATCH;USABLE;RELEVES;RELEVES;U12;U12;MAUMY Emil;Maumy Emil
2024;24FRA026;RELEVES;M;COMBINE;FRA|2013|VILLELEGIER MEIJE;MATCH;USABLE;RELEVES;RELEVES;U12;U12;VILLELEGIER Meije;Villelegier Meije
2024;24FRA026;RELEVES;M;FIGURES;FRA|2013|VILLELEGIER MEIJE;MATCH;USABLE;RELEVES;RELEVES;U12;U12;VILLELEGIER Meije;Villelegier Meije
2024;24FRA026;RELEVES;M;SAUT;FRA|2013|VILLELEGIER MEIJE;MATCH;USABLE;RELEVES;RELEVES;U12;U12;VILLELEGIER Meije;Villelegier Meije
2024;24FRA026;RELEVES;M;SLALOM;FRA|2013|VILLELEGIER MEIJE;MATCH;USABLE;RELEVES;RELEVES;U12;U12;VILLELEGIER Meije;Villelegier Meije
2024;24FRA026;RELEVES;M;COMBINE;FRA|2011|CONTE LUBIN;MATCH;USABLE;RELEVES;RELEVES;U14;U14;CONTE Lubin;Conte Lubin
2024;24FRA026;RELEVES;M;FIGURES;FRA|2011|CONTE LUBIN;MATCH;USABLE;RELEVES;RELEVES;U14;U14;CONTE Lubin;Conte Lubin
2024;24FRA026;RELEVES;M;SAUT;FRA|2011|CONTE LUBIN;MATCH;USABLE;RELEVES;RELEVES;U14;U14;CONTE Lubin;Conte Lubin
2024;24FRA026;RELEVES;M;SLALOM;FRA|2011|CONTE LUBIN;MATCH;USABLE;RELEVES;RELEVES;U14;U14;CONTE Lubin;Conte Lubin
2024;24FRA026;RELEVES;F;FIGURES;FRA|2011|CORTES LILOU;MATCH;USABLE;RELEVES;RELEVES;U14;U14;CORTES Lilou;Cortes Lilou
2024;24FRA026;RELEVES;F;SLALOM;FRA|2011|CORTES LILOU;MATCH;USABLE;RELEVES;RELEVES;U14;U14;CORTES Lilou;Cortes Lilou
2024;24FRA026;RELEVES;F;SLALOM;FRA|2010|COSTER EVA;MATCH;USABLE;RELEVES;RELEVES;U14;U14;COSTER Eva;Coster Eva
2024;24FRA026;RELEVES;F;COMBINE;FRA|2010|LE FORESTIER MAELYS;MATCH;USABLE;RELEVES;RELEVES;U14;U14;LE FORESTIER Maelys;Le Forestier Maelys
2024;24FRA026;RELEVES;F;FIGURES;FRA|2010|LE FORESTIER MAELYS;MATCH;USABLE;RELEVES;RELEVES;U14;U14;LE FORESTIER Maelys;Le Forestier Maelys
2024;24FRA026;RELEVES;F;SAUT;FRA|2010|LE FORESTIER MAELYS;MATCH;USABLE;RELEVES;RELEVES;U14;U14;LE FORESTIER Maelys;Le Forestier Maelys
2024;24FRA026;RELEVES;F;SLALOM;FRA|2010|LE FORESTIER MAELYS;MATCH;USABLE;RELEVES;RELEVES;U14;U14;LE FORESTIER Maelys;Le Forestier Maelys
2024;24FRA026;RELEVES;F;COMBINE;FRA|2010|MOREL MELITINE;MATCH;USABLE;RELEVES;RELEVES;U14;U14;MOREL Melitine;Morel Melitine
2024;24FRA026;RELEVES;F;FIGURES;FRA|2010|MOREL MELITINE;MATCH;USABLE;RELEVES;RELEVES;U14;U14;MOREL Melitine;Morel Melitine
2024;24FRA026;RELEVES;F;SAUT;FRA|2010|MOREL MELITINE;MATCH;USABLE;RELEVES;RELEVES;U14;U14;MOREL Melitine;Morel Melitine
2024;24FRA026;RELEVES;F;SLALOM;FRA|2010|MOREL MELITINE;MATCH;USABLE;RELEVES;RELEVES;U14;U14;MOREL Melitine;Morel Melitine
2024;24FRA026;RELEVES;F;COMBINE;FRA|2011|NAEL TESSA;MATCH;USABLE;RELEVES;RELEVES;U14;U14;NAEL Tessa;Nael Tessa
2024;24FRA026;RELEVES;F;FIGURES;FRA|2011|NAEL TESSA;MATCH;USABLE;RELEVES;RELEVES;U14;U14;NAEL Tessa;Nael Tessa
2024;24FRA026;RELEVES;F;SAUT;FRA|2011|NAEL TESSA;MATCH;USABLE;RELEVES;RELEVES;U14;U14;NAEL Tessa;Nael Tessa
2024;24FRA026;RELEVES;F;SLALOM;FRA|2011|NAEL TESSA;MATCH;USABLE;RELEVES;RELEVES;U14;U14;NAEL Tessa;Nael Tessa
2024;24FRA026;RELEVES;M;COMBINE;FRA|2011|ORTS ELVIS;MATCH;USABLE;RELEVES;RELEVES;U14;U14;ORTS Elvis;Orts Elvis
2024;24FRA026;RELEVES;M;FIGURES;FRA|2011|ORTS ELVIS;MATCH;USABLE;RELEVES;RELEVES;U14;U14;ORTS Elvis;Orts Elvis
2024;24FRA026;RELEVES;M;SAUT;FRA|2011|ORTS ELVIS;MATCH;USABLE;RELEVES;RELEVES;U14;U14;ORTS Elvis;Orts Elvis
2024;24FRA026;RELEVES;M;SLALOM;FRA|2011|ORTS ELVIS;MATCH;USABLE;RELEVES;RELEVES;U14;U14;ORTS Elvis;Orts Elvis
2024;24FRA026;RELEVES;M;FIGURES;FRA|2010|SAUNIER THIMOTE;MATCH;USABLE;RELEVES;RELEVES;U14;U14;SAUNIER Thimote;Saunier Thimot
2024;24FRA026;RELEVES;M;SLALOM;FRA|2010|SAUNIER THIMOTE;MATCH;USABLE;RELEVES;RELEVES;U14;U14;SAUNIER Thimote;Saunier Thimot
2024;24FRA026;RELEVES;M;COMBINE;FRA|2011|SERRAULT GABIN;MATCH;USABLE;RELEVES;RELEVES;U14;U14;SERRAULT Gabin;Serrault Gabin
2024;24FRA026;RELEVES;M;FIGURES;FRA|2011|SERRAULT GABIN;MATCH;USABLE;RELEVES;RELEVES;U14;U14;SERRAULT Gabin;Serrault Gabin
2024;24FRA026;RELEVES;M;SAUT;FRA|2011|SERRAULT GABIN;MATCH;USABLE;RELEVES;RELEVES;U14;U14;SERRAULT Gabin;Serrault Gabin
2024;24FRA026;RELEVES;M;SLALOM;FRA|2011|SERRAULT GABIN;MATCH;USABLE;RELEVES;RELEVES;U14;U14;SERRAULT Gabin;Serrault Gabin
2024;24FRA026;RELEVES;F;SLALOM;FRA|2008|COSTER CARLA;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;COSTER Carla;Coster Carla
2024;24FRA026;RELEVES;M;COMBINE;FRA|2008|GARCIA AXEL;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GARCIA Axel;Garcia Axel
2024;24FRA026;RELEVES;M;FIGURES;FRA|2008|GARCIA AXEL;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GARCIA Axel;Garcia Axel
2024;24FRA026;RELEVES;M;SAUT;FRA|2008|GARCIA AXEL;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GARCIA Axel;Garcia Axel
2024;24FRA026;RELEVES;M;SLALOM;FRA|2008|GARCIA AXEL;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GARCIA Axel;Garcia Axel
2024;24FRA026;RELEVES;M;COMBINE;FRA|2008|GEORGES MATTEO;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GEORGES Matteo;Georges Matto
2024;24FRA026;RELEVES;M;FIGURES;FRA|2008|GEORGES MATTEO;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GEORGES Matteo;Georges Matto
2024;24FRA026;RELEVES;M;SAUT;FRA|2008|GEORGES MATTEO;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GEORGES Matteo;Georges Matto
2024;24FRA026;RELEVES;M;SLALOM;FRA|2008|GEORGES MATTEO;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GEORGES Matteo;Georges Matto
2024;24FRA026;RELEVES;M;FIGURES;FRA|2007|GERMAIN PIERRE LOUIS;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GERMAIN Pierre Louis;Germain Pierre Louis
2024;24FRA026;RELEVES;M;SLALOM;FRA|2007|GERMAIN PIERRE LOUIS;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GERMAIN Pierre Louis;Germain Pierre Louis
2024;24FRA026;RELEVES;M;COMBINE;FRA|2008|GILG GASPARD;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GILG Gaspard;Gilg Gaspard
2024;24FRA026;RELEVES;M;FIGURES;FRA|2008|GILG GASPARD;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GILG Gaspard;Gilg Gaspard
2024;24FRA026;RELEVES;M;SAUT;FRA|2008|GILG GASPARD;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GILG Gaspard;Gilg Gaspard
2024;24FRA026;RELEVES;M;SLALOM;FRA|2008|GILG GASPARD;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;GILG Gaspard;Gilg Gaspard
2024;24FRA026;RELEVES;M;COMBINE;FRA|2008|MAROIS RAPHAEL;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;MAROIS Raphaël;Marois Raphael
2024;24FRA026;RELEVES;M;FIGURES;FRA|2008|MAROIS RAPHAEL;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;MAROIS Raphaël;Marois Raphael
2024;24FRA026;RELEVES;M;SAUT;FRA|2008|MAROIS RAPHAEL;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;MAROIS Raphaël;Marois Raphael
2024;24FRA026;RELEVES;M;SLALOM;FRA|2008|MAROIS RAPHAEL;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;MAROIS Raphaël;Marois Raphael
2024;24FRA026;RELEVES;M;COMBINE;FRA|2009|POITOUX CHRISTMANN CHARLES;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;POITOUX CHRISTMANN Charles;Poitoux Charles
2024;24FRA026;RELEVES;M;FIGURES;FRA|2009|POITOUX CHRISTMANN CHARLES;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;POITOUX CHRISTMANN Charles;Poitoux Charles
2024;24FRA026;RELEVES;M;SAUT;FRA|2009|POITOUX CHRISTMANN CHARLES;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;POITOUX CHRISTMANN Charles;Poitoux Charles
2024;24FRA026;RELEVES;M;SLALOM;FRA|2009|POITOUX CHRISTMANN CHARLES;MATCH;USABLE;JUNIOR;JUNIOR;U17;U17;POITOUX CHRISTMANN Charles;Poitoux Charles
2024;24FRA027;U21_OPEN;M;FIGURES;FRA|1989|BALLON PIERRE;EMS_ONLY;USABLE;OPEN;;OPEN;;BALLON Pierre;
2024;24FRA027;U21_OPEN;M;SLALOM;FRA|1995|DAUZONNE SACHA;EMS_ONLY;USABLE;OPEN;;OPEN;;DAUZONNE Sacha;
2024;24FRA027;U21_OPEN;F;COMBINE;FRA|2002|ANGUENOT INES;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;ANGUENOT Inès;Anguenot Ins
2024;24FRA027;U21_OPEN;F;FIGURES;FRA|2002|ANGUENOT INES;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;ANGUENOT Inès;Anguenot Ins
2024;24FRA027;U21_OPEN;F;SAUT;FRA|2002|ANGUENOT INES;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;ANGUENOT Inès;Anguenot Ins
2024;24FRA027;U21_OPEN;F;SLALOM;FRA|2002|ANGUENOT INES;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;ANGUENOT Inès;Anguenot Ins
2024;24FRA027;U21_OPEN;F;SLALOM;FRA|1996|BISCHOFBERGER ILLANA;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;BISCHOFBERGER Illana;Bischofberger Illana
2024;24FRA027;U21_OPEN;M;COMBINE;FRA|1994|BISCHOFBERGER OSCAR;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;BISCHOFBERGER Oscar;Bischofberger Oscar
2024;24FRA027;U21_OPEN;M;FIGURES;FRA|1994|BISCHOFBERGER OSCAR;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;BISCHOFBERGER Oscar;Bischofberger Oscar
2024;24FRA027;U21_OPEN;M;SAUT;FRA|1994|BISCHOFBERGER OSCAR;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;BISCHOFBERGER Oscar;Bischofberger Oscar
2024;24FRA027;U21_OPEN;M;SLALOM;FRA|1994|BISCHOFBERGER OSCAR;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;BISCHOFBERGER Oscar;Bischofberger Oscar
2024;24FRA027;U21_OPEN;F;SLALOM;FRA|1991|COSTARD MANON;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;COSTARD Manon;Costard Manon
2024;24FRA027;U21_OPEN;M;SLALOM;FRA|1992|DESCUNS SACHA;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;DESCUNS Sacha;Descuns Sacha
2024;24FRA027;U21_OPEN;M;COMBINE;FRA|2000|DUPLAN FRIBOURG LOUIS;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;DUPLAN FRIBOURG Louis;Duplan-Fribourg Louis
2024;24FRA027;U21_OPEN;M;FIGURES;FRA|2000|DUPLAN FRIBOURG LOUIS;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;DUPLAN FRIBOURG Louis;Duplan-Fribourg Louis
2024;24FRA027;U21_OPEN;M;SAUT;FRA|2000|DUPLAN FRIBOURG LOUIS;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;DUPLAN FRIBOURG Louis;Duplan-Fribourg Louis
2024;24FRA027;U21_OPEN;M;SLALOM;FRA|2000|DUPLAN FRIBOURG LOUIS;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;DUPLAN FRIBOURG Louis;Duplan-Fribourg Louis
2024;24FRA027;U21_OPEN;M;SAUT;FRA|1991|JACQUIER ROMAIN;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;JACQUIER Romain;Jacquier Romain
2024;24FRA027;U21_OPEN;M;FIGURES;FRA|1973|LE FORESTIER NICOLAS;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;LE FORESTIER Nicolas;Le Forestier Nicolas
2024;24FRA027;U21_OPEN;F;COMBINE;FRA|1991|MARTINI MARIE;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;MARTINI Marie;Martini Marie
2024;24FRA027;U21_OPEN;F;FIGURES;FRA|1991|MARTINI MARIE;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;MARTINI Marie;Martini Marie
2024;24FRA027;U21_OPEN;F;SAUT;FRA|1991|MARTINI MARIE;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;MARTINI Marie;Martini Marie
2024;24FRA027;U21_OPEN;F;SLALOM;FRA|1991|MARTINI MARIE;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;MARTINI Marie;Martini Marie
2024;24FRA027;U21_OPEN;F;SLALOM;FRA|1999|MIERMONT LEA;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;MIERMONT Lea;Miermont Lea
2024;24FRA027;U21_OPEN;F;FIGURES;FRA|1994|PHILY LAURA;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;PHILY Laura;Phily Laura
2024;24FRA027;U21_OPEN;M;SLALOM;FRA|2001|ROUSSELOT NICOLAS;MATCH;USABLE;OPEN;OPEN;OPEN;OPEN;ROUSSELOT Nicolas;Rousselot Nicolas
